AFNetworking, 3.2.1, MIT
AWSCore, 2.12.1, unknown
AWSS3, 2.12.1, unknown
BOSImageResizeOperation, 0.1.0, MIT
NSHash, 1.2.0, "Apache 2.0"
OCMock, 3.2.2, unknown
PodAsset, 0.22.0, MIT
SAMKeychain, 1.5.3, MIT
